Student_Name,Roll_Number,Gender,Age,10th_Percentage,12th_Percentage,UG_CGPA,Backlogs_Count,Attendance_%,Technical_Skill_Score,Primary_Tech,Soft_Skill_Score,Soft_Skill_Strong_Area,Programming_Languages_Known,Projects_Count,Internships_Count,Certifications_Count,Study_Hours_per_Day,Preferred_Domain,Career_Path,Placement_Eligible,Package_LPA
Sara Khan,R20230829,Female,21,86.97,78.87,8.22,2,91.3,75,C,58,Problem-Solving,5,5,1,4,3.0,Web Development,Web Developer,Yes,5.39
Ishaan Pathak,R20240830,Male,20,90.75,88.26,6.39,0,64.3,63,Python,46,Project Management,4,1,0,2,1.9,Cybersecurity,Software Developer,Yes,7.5
Sai Chowdhury,R20250831,Male,20,84.52,84.72,7.48,1,76.2,60,Python,87,Problem-Solving,5,1,1,2,3.2,Cloud Computing,SRE,Yes,9.27
Sai Nair,R20230832,Male,18,66.62,67.29,4.98,1,79.4,58,Other,75,Leadership,2,3,0,3,5.0,AI/ML,ML Engineer,Yes,10.09
Myra Yadav,R20240833,Male,22,75.99,74.92,9.13,0,75.6,63,JavaScript,55,Project Management,4,2,2,0,3.3,Web Development,Web Developer,Yes,5.53
Diya Bose,R20250834,Male,20,77.93,80.3,6.79,1,76.3,57,JavaScript,77,Project Management,2,2,1,3,0.4,Data Science,Software Developer,Yes,7.4
Sara Pathak,R20230835,Male,20,83.99,88.15,7.47,2,100.0,75,Python,65,Project Management,4,0,0,2,4.5,Data Science,Data Analyst,Yes,8.18
Ishaan Mishra,R20240836,Male,25,84.68,89.09,7.03,0,73.5,58,Other,62,Critical Thinking,1,2,1,1,5.2,AI/ML,Data Analyst,Yes,8.16
Anika Sheikh,R20250837,Female,21,70.66,64.75,8.78,1,100.0,89,C,73,Problem-Solving,4,3,1,3,3.4,Data Science,Data Analyst,Yes,7.19
Aadhya Aggarwal,R20230838,Male,19,78.82,77.12,4.0,1,86.4,87,C,55,Problem-Solving,1,7,0,2,3.0,Cloud Computing,Cloud Engineer,Yes,8.41
Muhammad Khan,R20240839,Female,20,82.57,89.74,7.38,0,82.9,50,JavaScript,61,Project Management,5,6,0,2,0.9,Data Science,ML Engineer,Yes,8.92
Arjun Reddy,R20250840,Female,22,92.56,97.93,7.27,0,86.8,65,Other,68,Critical Thinking,2,1,1,1,1.8,Web Development,Web Developer,Yes,5.4
Vivaan Thakur,R20230841,Male,21,85.05,76.81,6.86,1,100.0,54,C,59,Project Management,3,4,3,1,2.4,Cybersecurity,Network Engineer,Yes,6.3
Diya Chowdhury,R20240842,Female,18,85.89,88.0,9.47,0,72.1,59,C,76,Problem-Solving,4,3,0,1,1.9,AI/ML,Data Scientist,Yes,10.78
Vihaan Sheikh,R20250843,Male,22,78.84,66.97,6.34,0,70.8,96,C,94,Leadership,3,2,1,2,2.2,Cloud Computing,DevOps Engineer,Yes,9.53
Vihaan Nair,R20230844,Female,19,92.1,92.38,8.33,2,74.5,59,C,55,Critical Thinking,8,1,0,1,2.9,Data Science,ML Engineer,No,6.74
Aditya Aggarwal,R20240845,Male,23,82.1,93.49,7.83,0,82.3,70,Python,41,Critical Thinking,6,5,0,4,2.0,Web Development,Software Developer,Yes,5.13
Krishna Pathak,R20250846,Male,22,69.39,63.7,8.91,0,64.7,73,Other,36,Project Management,2,2,0,3,4.6,Web Development,Backend Developer,Yes,5.46
Anika Kumar,R20230847,Male,20,92.03,87.02,6.6,1,82.2,48,Java,64,Leadership,2,2,0,0,2.9,Web Development,Web Developer,Yes,5.27
Aadhya Gupta,R20240848,Other,22,84.98,89.56,6.52,0,98.9,50,JavaScript,56,Problem-Solving,4,2,1,3,3.4,Cloud Computing,DevOps Engineer,Yes,8.49
Sai Pathak,R20250849,Male,21,73.57,64.31,8.72,1,83.5,45,JavaScript,69,Communication,4,1,0,1,3.4,Data Science,Data Analyst,Yes,6.26
Diya Sharma,R20230850,Female,22,73.21,69.41,7.91,1,79.1,50,Java,68,Problem-Solving,4,1,1,2,3.3,Mobile Development,Android Developer,Yes,5.37
Aadhya Verma,R20240851,Male,21,80.97,84.55,5.55,1,75.8,18,JavaScript,42,Problem-Solving,5,2,0,1,2.9,Cybersecurity,Software Developer,No,4.56
Isha Sheikh,R20250852,Female,19,82.63,78.82,6.75,0,91.0,73,Java,39,Leadership,3,6,1,4,4.0,AI/ML,Data Analyst,Yes,8.01
Diya Singh,R20230853,Male,20,79.97,78.55,7.86,0,73.7,97,Python,70,Critical Thinking,3,4,1,0,4.3,Mobile Development,iOS Developer,Yes,7.07
Isha Gupta,R20240854,Female,22,81.11,85.58,8.41,2,100.0,66,Java,68,Problem-Solving,5,3,1,2,0.3,Data Science,Data Analyst,Yes,6.51
Diya Singh,R20250855,Male,20,95.0,97.53,6.58,0,100.0,41,Java,60,Critical Thinking,2,0,0,1,1.1,Web Development,Software Developer,Yes,4.96
Aarav Das,R20230856,Male,20,88.72,90.32,4.0,2,84.6,54,JavaScript,41,Leadership,4,5,0,1,2.1,Cybersecurity,Security Analyst,No,4.45
Vihaan Das,R20240857,Male,19,79.91,77.88,8.03,0,81.9,57,Other,73,Leadership,6,4,0,1,1.5,Web Development,Web Developer,Yes,5.08
Arjun Kumar,R20250858,Male,21,87.41,89.63,5.94,1,92.3,48,Python,85,Project Management,5,4,0,0,1.9,Mobile Development,iOS Developer,Yes,6.03
Vivaan Nair,R20230859,Female,24,67.67,66.93,4.98,1,92.9,78,JavaScript,70,Communication,6,9,1,3,2.3,Mobile Development,iOS Developer,Yes,6.89
Myra Kumar,R20240860,Male,19,81.98,84.73,4.0,3,73.9,77,C,53,Leadership,4,1,1,1,2.5,Mobile Development,iOS Developer,No,4.23
Myra Pathak,R20250861,Female,21,96.09,93.11,8.38,1,76.7,46,JavaScript,67,Leadership,2,2,2,2,1.0,Mobile Development,iOS Developer,Yes,6.21
Meera Sharma,R20230862,Male,23,75.82,74.72,7.55,0,68.8,76,Python,46,Critical Thinking,7,3,0,2,2.3,AI/ML,Data Analyst,Yes,8.15
Aditya Sharma,R20240863,Male,20,69.52,63.58,7.13,0,86.1,88,C,82,Leadership,7,2,1,2,4.5,Cybersecurity,SOC Engineer,Yes,8.07
Krishna Yadav,R20250864,Male,21,71.48,71.27,9.07,1,88.7,94,Python,67,Problem-Solving,6,6,0,1,2.5,Web Development,Frontend Developer,Yes,5.79
Arjun Chowdhury,R20230865,Male,19,67.1,62.23,8.16,0,68.5,100,Java,39,Project Management,4,3,2,1,3.5,Cybersecurity,Network Engineer,Yes,6.95
Meera Sheikh,R20240866,Male,21,70.15,63.47,9.34,0,77.4,50,C,61,Project Management,5,2,0,3,2.7,Web Development,Web Developer,Yes,4.89
Aadhya Patel,R20250867,Male,20,74.29,75.84,5.73,1,68.5,100,Other,73,Problem-Solving,3,4,2,2,2.9,Cloud Computing,SRE,Yes,10.37
Ishaan Singh,R20230868,Male,22,63.94,65.22,7.36,0,73.0,58,C,61,Leadership,3,2,1,4,2.7,Mobile Development,Software Developer,Yes,5.27
Ishaan Patel,R20240869,Female,22,78.16,82.86,5.46,2,87.5,55,Other,62,Communication,2,3,0,3,3.7,Web Development,Backend Developer,No,4.33
Vivaan Singh,R20250870,Female,24,87.02,84.43,7.12,1,74.7,69,JavaScript,48,Leadership,4,4,1,0,1.8,Web Development,Web Developer,Yes,4.81
Aadhya Khan,R20230871,Male,21,68.92,71.37,7.1,0,79.0,55,Python,74,Project Management,4,1,0,1,3.0,Data Science,ML Engineer,Yes,8.89
Sara Gupta,R20240872,Male,21,93.19,96.49,8.15,0,65.7,70,Python,56,Communication,5,3,0,3,2.1,Cybersecurity,SOC Engineer,Yes,6.52
Vihaan Thakur,R20250873,Female,21,83.11,85.78,7.45,0,83.9,43,JavaScript,34,Critical Thinking,7,2,1,2,3.6,Cybersecurity,Security Analyst,Yes,6.09
Meera Chowdhury,R20230874,Male,20,88.31,83.36,8.15,0,81.6,60,Java,60,Critical Thinking,5,5,0,1,1.5,Cybersecurity,SOC Engineer,Yes,6.1
Aarav Sheikh,R20240875,Male,21,71.42,72.32,8.24,0,74.7,85,Java,81,Leadership,5,5,1,5,3.6,Cloud Computing,DevOps Engineer,Yes,9.87
Aarohi Singh,R20250876,Male,20,86.55,88.73,9.99,1,80.1,63,Python,60,Leadership,6,3,1,1,3.1,Web Development,Web Developer,Yes,5.81
Arjun Nair,R20230877,Female,21,67.08,67.12,7.02,0,83.8,66,Python,92,Communication,3,2,0,4,1.3,AI/ML,Data Analyst,Yes,8.23
Aadhya Sharma,R20240878,Female,22,86.9,74.38,6.27,0,73.9,72,Other,72,Communication,6,2,0,3,4.9,AI/ML,Data Analyst,Yes,8.09
Meera Roy,R20250879,Male,19,79.72,80.68,7.7,0,67.2,83,Python,71,Leadership,2,2,0,3,3.5,Web Development,Web Developer,Yes,5.27
Sai Bose,R20230880,Male,22,83.53,96.81,6.44,0,100.0,38,Python,64,Project Management,3,0,1,2,1.5,Data Science,Data Analyst,Yes,6.52
Aadhya Aggarwal,R20240881,Male,22,66.24,64.08,9.18,0,75.7,73,Python,65,Critical Thinking,6,1,1,4,3.0,Cloud Computing,Cloud Engineer,Yes,8.43
Aditya Sheikh,R20250882,Female,20,69.05,64.68,7.06,1,81.0,60,JavaScript,62,Communication,3,3,2,5,0.8,Mobile Development,Android Developer,Yes,6.09
Diya Gupta,R20230883,Male,18,83.97,86.21,6.72,0,92.1,67,JavaScript,61,Project Management,5,2,1,0,0.7,AI/ML,Software Developer,Yes,7.63
Anika Chowdhury,R20240884,Male,20,68.52,70.39,6.83,0,100.0,81,Python,74,Leadership,5,3,1,1,4.2,Mobile Development,Mobile QA,Yes,4.91
Anika Sheikh,R20250885,Female,22,82.63,89.79,8.26,0,69.6,45,C,52,Problem-Solving,5,5,0,1,1.4,Web Development,Web Developer,Yes,4.71
Navya Sharma,R20230886,Male,20,64.33,56.78,7.21,1,86.5,48,C,50,Communication,5,1,0,3,3.7,Mobile Development,Software Developer,Yes,5.82
Isha Thakur,R20240887,Female,19,86.48,90.87,6.63,0,74.9,33,Python,49,Problem-Solving,2,2,1,1,4.2,Web Development,Web Developer,Yes,4.37
Vivaan Mishra,R20250888,Male,20,65.67,69.21,9.4,1,76.6,55,Python,97,Project Management,5,2,1,3,1.6,AI/ML,ML Engineer,Yes,10.62
Diya Reddy,R20230889,Male,22,83.52,82.67,6.37,1,74.8,85,Other,74,Critical Thinking,4,0,0,1,5.3,Data Science,Data Analyst,Yes,7.43
Aarav Roy,R20240890,Male,21,84.26,86.29,7.44,0,70.7,62,Python,71,Project Management,5,2,0,3,2.9,Cloud Computing,SRE,Yes,8.89
Aditya Roy,R20250891,Female,20,71.03,77.21,8.18,1,81.6,43,Python,50,Critical Thinking,2,5,0,3,2.9,Web Development,Web Developer,Yes,5.36
Sai Patel,R20230892,Female,20,83.82,89.05,5.44,1,67.3,56,JavaScript,75,Project Management,3,5,0,2,1.6,Web Development,Web Developer,Yes,4.95
Aarohi Das,R20240893,Female,20,80.6,73.74,7.98,0,91.5,40,Python,64,Communication,2,4,0,1,1.6,Data Science,Data Analyst,Yes,5.64
Arjun Verma,R20250894,Male,19,72.61,77.53,6.13,0,82.6,46,Java,69,Communication,3,3,1,0,0.2,Web Development,Software Developer,Yes,4.66
Diya Chowdhury,R20230895,Female,23,67.91,67.52,8.39,1,86.2,70,C,51,Problem-Solving,5,1,0,1,1.9,Data Science,Data Analyst,Yes,7.25
Ananya Aggarwal,R20240896,Male,20,58.37,58.81,6.24,2,77.3,45,Python,68,Project Management,4,2,2,1,4.2,AI/ML,Data Analyst,No,5.36
Sara Thakur,R20250897,Male,22,81.5,81.94,8.23,0,78.3,82,Other,60,Project Management,6,2,1,5,1.6,Data Science,Data Analyst,Yes,7.77
Reyansh Kumar,R20230898,Female,23,62.35,61.45,8.73,0,84.9,63,Java,55,Problem-Solving,4,5,0,2,1.7,Web Development,Backend Developer,Yes,5.37
Aditya Pathak,R20240899,Male,22,78.95,86.1,8.43,0,70.4,65,Python,77,Leadership,5,2,3,1,1.3,Web Development,Web Developer,Yes,5.31
Vivaan Nair,R20250900,Male,20,75.37,74.87,7.7,0,78.4,60,Java,43,Project Management,3,3,0,2,1.2,Web Development,Frontend Developer,Yes,5.12
Muhammad Verma,R20230901,Male,21,84.79,78.07,7.12,1,73.4,76,JavaScript,74,Project Management,6,3,1,4,3.9,AI/ML,ML Engineer,Yes,10.34
Muhammad Verma,R20240902,Male,20,74.98,72.62,6.71,0,73.1,77,Python,76,Project Management,3,1,0,4,1.3,Cybersecurity,SOC Engineer,Yes,7.67
Ananya Nair,R20250903,Male,19,74.71,75.78,9.17,0,60.9,69,Java,53,Leadership,3,7,0,0,2.6,Data Science,Data Analyst,Yes,7.18
Anika Mishra,R20230904,Female,21,85.32,92.7,6.56,1,95.4,73,Other,54,Communication,3,4,0,0,2.4,Web Development,Web Developer,Yes,6.25
Navya Thakur,R20240905,Male,19,81.35,84.97,6.16,1,75.1,61,C,63,Problem-Solving,3,1,2,2,3.9,AI/ML,Software Developer,Yes,8.79
Krishna Verma,R20250906,Female,22,81.16,76.06,8.2,1,93.6,73,JavaScript,70,Leadership,6,3,0,2,1.8,AI/ML,Data Scientist,Yes,11.56
Muhammad Nair,R20230907,Female,20,82.69,97.6,6.44,1,92.7,59,Java,64,Critical Thinking,4,4,1,2,2.3,Data Science,Software Developer,Yes,7.31
Diya Verma,R20240908,Male,21,62.64,64.23,6.26,0,69.1,64,Java,73,Critical Thinking,3,2,1,0,1.5,Data Science,Data Scientist,Yes,9.6
Ananya Reddy,R20250909,Male,21,85.57,93.22,5.67,1,71.1,60,Python,92,Leadership,7,2,0,2,2.0,Web Development,Frontend Developer,Yes,5.89
Vihaan Roy,R20230910,Male,20,84.12,83.21,6.82,1,100.0,57,Python,58,Leadership,1,4,2,2,1.7,Web Development,Frontend Developer,Yes,4.95
Aadhya Mishra,R20240911,Female,21,67.83,71.03,7.3,1,99.5,53,Java,40,Communication,2,3,0,2,2.6,Data Science,Data Scientist,Yes,8.22
Sara Mishra,R20250912,Male,20,75.56,80.6,7.69,0,81.7,71,Python,78,Critical Thinking,7,3,1,1,4.7,Web Development,Web Developer,Yes,6.18
Ananya Aggarwal,R20230913,Female,22,77.61,84.92,8.54,0,84.6,85,Python,91,Problem-Solving,8,1,1,1,2.6,Data Science,Data Analyst,Yes,8.25
Myra Thakur,R20240914,Male,18,76.66,83.0,8.03,0,75.7,83,Python,72,Project Management,6,2,0,3,4.2,AI/ML,ML Engineer,Yes,10.69
Diya Sheikh,R20250915,Male,21,81.34,86.57,7.17,0,86.3,44,C,50,Project Management,6,0,0,1,3.9,Mobile Development,Android Developer,Yes,5.51
Krishna Gupta,R20230916,Male,23,92.31,90.42,7.16,0,74.8,85,Other,64,Communication,4,2,1,3,2.7,AI/ML,Data Analyst,Yes,8.71
Aadhya Gupta,R20240917,Male,19,88.82,85.39,8.01,1,61.7,59,Python,49,Communication,4,2,0,2,4.0,AI/ML,Software Developer,Yes,8.35
Aadhya Khan,R20250918,Female,19,64.88,66.88,8.93,2,68.8,74,Other,76,Critical Thinking,3,2,0,3,3.1,Data Science,Software Developer,Yes,7.18
Reyansh Chowdhury,R20230919,Female,21,84.22,89.82,7.55,0,82.2,50,C,46,Problem-Solving,3,1,0,1,1.1,Web Development,Frontend Developer,Yes,5.29
Ishaan Das,R20240920,Male,21,91.29,89.95,6.84,0,70.7,66,Java,61,Problem-Solving,2,3,0,1,2.8,Data Science,ML Engineer,Yes,9.49
Vihaan Gupta,R20250921,Female,21,81.87,88.26,6.21,0,81.3,69,Python,51,Leadership,2,3,0,2,3.0,AI/ML,Data Analyst,Yes,7.8
Ananya Nair,R20230922,Male,21,88.91,97.63,5.67,2,71.3,40,JavaScript,68,Communication,3,1,1,1,4.9,Cybersecurity,SOC Engineer,No,4.37
Ishaan Pathak,R20240923,Female,21,98.12,92.62,8.2,0,74.2,74,JavaScript,61,Project Management,5,2,0,1,1.7,Cloud Computing,DevOps Engineer,Yes,7.84
Meera Jha,R20250924,Female,22,88.24,83.22,8.09,0,90.5,86,C,69,Project Management,6,3,0,3,3.3,Web Development,Backend Developer,Yes,6.18
Reyansh Pathak,R20230925,Male,21,80.49,79.65,8.09,1,84.5,61,JavaScript,66,Critical Thinking,3,0,1,2,1.3,Web Development,Software Developer,Yes,5.7
Diya Pathak,R20240926,Male,20,88.45,90.3,7.25,1,81.9,86,Python,51,Project Management,4,3,0,2,4.7,AI/ML,Data Analyst,Yes,7.38
Vivaan Roy,R20250927,Male,22,79.45,76.3,9.09,1,90.8,61,Java,75,Problem-Solving,4,1,0,1,4.3,AI/ML,Data Analyst,Yes,7.72
Meera Jha,R20230928,Male,23,78.24,86.35,6.82,0,86.8,78,Other,65,Problem-Solving,5,1,1,5,1.4,Web Development,Web Developer,Yes,5.3
Krishna Verma,R20240929,Female,20,74.49,77.03,8.55,1,96.5,29,JavaScript,51,Communication,9,4,0,1,4.9,AI/ML,ML Engineer,Yes,8.75
Aditya Mishra,R20250930,Male,19,93.63,93.87,7.35,0,77.4,100,Other,100,Critical Thinking,5,1,0,1,4.1,Data Science,Data Analyst,Yes,8.48
Diya Sheikh,R20230931,Male,22,69.82,61.2,6.67,0,77.7,88,Python,73,Project Management,5,3,0,7,4.3,AI/ML,Software Developer,Yes,9.38
Reyansh Sharma,R20240932,Female,20,93.32,85.43,8.11,2,69.0,59,C,64,Communication,3,3,1,0,4.7,Data Science,Software Developer,Yes,6.58
Arjun Khan,R20250933,Other,18,83.0,84.69,7.89,1,77.7,32,Python,87,Leadership,4,3,0,5,4.2,AI/ML,Software Developer,Yes,7.92
Sara Verma,R20230934,Male,22,64.01,51.21,7.83,0,91.6,69,Java,94,Leadership,3,1,1,0,2.4,Cybersecurity,Software Developer,Yes,6.9
Arjun Gupta,R20240935,Male,20,81.68,87.76,7.5,1,95.0,41,JavaScript,64,Project Management,1,2,1,1,4.6,Mobile Development,Software Developer,Yes,5.95
Sai Roy,R20250936,Male,20,57.0,56.05,7.35,0,91.6,71,C,71,Project Management,4,3,1,3,1.7,Cloud Computing,Software Developer,Yes,7.56
Diya Mishra,R20230937,Male,21,84.26,100.0,10.0,0,64.1,71,Java,51,Project Management,3,2,0,1,1.9,AI/ML,Data Scientist,Yes,10.38
Aarohi Verma,R20240938,Female,21,86.85,100.0,8.82,1,92.8,49,Python,64,Problem-Solving,4,3,0,2,2.3,Data Science,Data Analyst,Yes,6.6
Meera Kumar,R20250939,Male,22,72.08,70.99,8.27,0,63.6,82,Python,63,Project Management,2,3,0,3,3.2,Data Science,Data Analyst,Yes,7.14
Sara Roy,R20230940,Female,20,79.24,78.6,7.53,0,91.0,77,Java,69,Leadership,4,5,0,1,1.7,Web Development,Web Developer,Yes,5.74
Diya Pathak,R20240941,Male,21,97.54,100.0,8.61,1,78.3,80,Python,71,Project Management,1,3,0,2,1.4,Web Development,Web Developer,Yes,6.0
Aditya Bose,R20250942,Male,20,72.94,83.16,8.02,0,89.0,64,JavaScript,74,Critical Thinking,3,2,0,1,1.7,Web Development,Backend Developer,Yes,6.18
Arjun Sheikh,R20230943,Female,22,67.41,57.58,7.43,1,68.7,41,C,70,Leadership,4,3,2,4,2.4,Cybersecurity,SOC Engineer,Yes,6.16
Diya Mishra,R20240944,Female,21,92.82,82.1,7.04,0,93.7,80,JavaScript,48,Critical Thinking,4,3,0,4,2.9,Data Science,ML Engineer,Yes,9.7
Ananya Reddy,R20250945,Male,19,97.63,93.9,7.3,1,67.4,60,C,52,Leadership,1,3,0,2,1.9,Web Development,Web Developer,Yes,5.21
Sai Patel,R20230946,Male,22,78.04,81.54,4.0,1,75.3,42,Python,58,Communication,6,1,0,1,1.3,Cybersecurity,Security Analyst,No,3.94
Aarav Aggarwal,R20240947,Male,20,88.11,91.09,7.65,0,72.0,86,Java,62,Leadership,3,4,0,2,3.3,AI/ML,ML Engineer,Yes,11.1
Myra Sheikh,R20250948,Female,22,91.41,97.83,6.81,0,64.5,98,JavaScript,82,Leadership,6,3,0,1,5.0,Cybersecurity,Security Analyst,Yes,7.52
Isha Chowdhury,R20230949,Female,21,70.58,63.38,9.31,0,82.9,63,Python,49,Critical Thinking,4,5,1,2,2.3,AI/ML,Data Analyst,Yes,8.09
Vihaan Reddy,R20240950,Female,23,73.15,59.25,7.42,2,100.0,99,Python,61,Critical Thinking,4,2,0,0,3.9,Web Development,Web Developer,Yes,6.05
Krishna Pathak,R20250951,Female,20,90.31,95.46,5.97,1,100.0,65,Java,80,Leadership,4,5,1,5,2.8,Web Development,Frontend Developer,Yes,6.02
Muhammad Khan,R20230952,Female,20,94.85,89.88,7.34,0,83.0,58,Python,62,Leadership,3,3,0,0,3.6,Cloud Computing,Cloud Engineer,Yes,7.54
Ishaan Thakur,R20240953,Male,20,83.63,71.52,6.14,0,93.2,54,JavaScript,73,Problem-Solving,6,2,0,5,3.8,Web Development,Frontend Developer,Yes,5.31
Muhammad Patel,R20250954,Female,20,69.2,70.07,7.97,0,84.3,90,JavaScript,64,Communication,3,2,1,1,2.8,AI/ML,ML Engineer,Yes,10.77
Arjun Gupta,R20230955,Male,22,97.87,100.0,7.75,0,87.0,52,C,70,Communication,3,2,0,1,1.6,Data Science,Data Analyst,Yes,6.68
Sara Aggarwal,R20240956,Male,18,72.69,71.96,8.55,2,78.6,76,Python,63,Project Management,3,3,1,2,1.3,Mobile Development,iOS Developer,Yes,7.35
Sara Gupta,R20250957,Male,19,74.65,71.9,6.45,0,84.0,55,JavaScript,76,Leadership,4,2,2,4,4.2,AI/ML,ML Engineer,Yes,10.41
Ananya Roy,R20230958,Male,19,81.42,80.46,7.44,1,87.4,57,Python,43,Leadership,3,5,2,0,3.6,AI/ML,Data Analyst,Yes,8.35
Aditya Chowdhury,R20240959,Male,22,93.54,91.32,5.76,4,76.2,80,Java,61,Leadership,3,0,0,1,4.0,Data Science,Software Developer,No,5.46
Navya Nair,R20250960,Female,23,86.54,78.45,8.24,1,81.2,58,C,70,Leadership,3,1,1,1,3.6,Mobile Development,iOS Developer,Yes,6.93
Ishaan Aggarwal,R20230961,Male,20,82.15,77.86,8.02,1,81.4,58,Java,74,Communication,2,3,1,2,4.1,AI/ML,ML Engineer,Yes,9.77
Reyansh Roy,R20240962,Female,20,82.63,85.76,7.99,0,90.3,82,C,88,Critical Thinking,4,0,0,2,3.1,Web Development,Software Developer,Yes,5.53
Anika Singh,R20250963,Male,21,78.44,80.37,7.4,0,71.3,90,JavaScript,60,Problem-Solving,1,2,0,4,1.0,AI/ML,Software Developer,Yes,9.13
Vihaan Yadav,R20230964,Male,22,83.58,84.59,7.9,0,81.5,74,Python,88,Critical Thinking,2,4,0,0,3.1,Data Science,Data Analyst,Yes,7.45
Arjun Singh,R20240965,Male,19,52.7,46.73,9.33,2,100.0,54,Python,56,Critical Thinking,7,4,0,1,5.0,Web Development,Backend Developer,Yes,6.71
Myra Sharma,R20250966,Male,21,75.03,73.94,7.06,0,93.6,56,JavaScript,86,Communication,2,3,0,3,3.2,Data Science,Software Developer,Yes,7.19
Diya Chowdhury,R20230967,Female,22,80.41,67.35,7.57,1,95.5,65,C,78,Problem-Solving,6,2,0,1,1.3,Cybersecurity,Security Analyst,Yes,7.28
Aarohi Roy,R20240968,Male,21,66.49,67.56,6.1,2,82.2,69,Python,52,Leadership,3,2,0,2,3.7,AI/ML,Data Scientist,Yes,10.98
Sara Chowdhury,R20250969,Female,21,81.86,90.43,6.36,1,85.2,48,Python,71,Communication,6,1,0,2,5.4,AI/ML,Data Analyst,No,4.59
Arjun Khan,R20230970,Male,22,75.96,67.12,7.52,0,92.0,76,Python,65,Communication,4,3,0,1,2.1,AI/ML,ML Engineer,Yes,10.04
Aditya Gupta,R20240971,Female,18,95.55,92.03,8.72,0,97.6,65,JavaScript,75,Problem-Solving,1,3,1,3,3.2,AI/ML,Data Scientist,Yes,11.32
Ishaan Mishra,R20250972,Female,22,93.73,95.7,7.09,0,62.5,37,JavaScript,63,Project Management,2,0,0,1,3.4,Data Science,ML Engineer,Yes,8.17
Myra Sheikh,R20230973,Female,20,73.34,80.86,7.12,1,68.8,49,C,61,Communication,4,2,0,1,3.0,Data Science,Software Developer,Yes,6.98
Aadhya Jha,R20240974,Male,18,76.49,73.8,6.91,0,95.1,56,JavaScript,87,Critical Thinking,1,0,1,1,3.8,Web Development,Backend Developer,Yes,6.1
Aarohi Gupta,R20250975,Male,21,77.26,73.11,6.76,1,79.2,63,Java,65,Critical Thinking,2,5,0,1,2.3,Web Development,Software Developer,Yes,4.48
Arjun Das,R20230976,Male,23,73.48,61.67,7.75,2,75.3,94,JavaScript,78,Leadership,1,1,0,4,3.6,Mobile Development,Android Developer,Yes,6.38
Aditya Pathak,R20240977,Female,20,79.95,80.57,5.6,1,69.5,68,Python,63,Communication,5,4,1,1,4.2,Cloud Computing,Cloud Engineer,Yes,8.04
Sara Sheikh,R20250978,Male,22,70.42,82.67,8.94,0,76.4,51,Java,91,Leadership,2,2,1,3,2.5,Web Development,Backend Developer,Yes,5.75
Diya Kumar,R20230979,Male,23,66.69,68.35,6.6,0,68.0,68,Java,56,Communication,1,3,1,3,3.8,Data Science,Data Analyst,Yes,7.2
Navya Bose,R20240980,Female,22,84.23,84.1,8.27,0,100.0,58,Python,57,Problem-Solving,3,1,0,1,2.3,Mobile Development,iOS Developer,Yes,6.3
Reyansh Kumar,R20250981,Male,23,84.3,86.23,5.88,2,81.8,69,Python,89,Communication,5,0,0,3,1.1,Web Development,Backend Developer,Yes,6.14
Aadhya Sheikh,R20230982,Female,22,69.96,69.89,8.2,1,81.4,73,Python,59,Project Management,5,4,1,1,1.1,AI/ML,Data Analyst,Yes,8.81
Vivaan Patel,R20240983,Male,21,86.95,82.07,8.21,0,87.9,83,JavaScript,90,Critical Thinking,5,4,0,4,3.4,Web Development,Web Developer,Yes,5.94
Anika Kumar,R20250984,Male,18,71.68,76.62,7.86,0,91.6,64,Python,79,Problem-Solving,2,4,1,1,0.5,AI/ML,ML Engineer,Yes,10.24
Ishaan Aggarwal,R20230985,Female,20,80.53,81.88,6.21,2,91.5,90,Other,64,Critical Thinking,4,1,0,1,2.9,Mobile Development,Android Developer,Yes,6.37
Reyansh Das,R20240986,Male,19,86.2,86.31,7.7,0,92.7,79,Python,39,Leadership,3,2,0,1,1.9,Cloud Computing,DevOps Engineer,Yes,8.47
Sai Roy,R20250987,Female,24,77.66,71.81,5.98,2,75.7,53,Java,66,Problem-Solving,2,3,0,1,0.2,AI/ML,Data Analyst,No,6.12
Anika Nair,R20230988,Male,20,82.55,90.37,7.1,0,79.0,99,Other,68,Project Management,1,3,0,4,3.6,AI/ML,Data Analyst,Yes,8.99
Aditya Reddy,R20240989,Male,21,72.84,76.83,8.64,1,89.7,69,Java,84,Critical Thinking,5,3,1,4,1.1,AI/ML,Software Developer,Yes,8.58
Muhammad Chowdhury,R20250990,Female,21,76.04,72.72,8.36,1,76.7,51,JavaScript,90,Communication,3,2,1,2,5.6,Web Development,Web Developer,Yes,5.62
Krishna Kumar,R20230991,Female,21,75.94,81.95,7.42,1,81.9,90,JavaScript,56,Communication,3,2,0,3,4.8,Web Development,Frontend Developer,Yes,5.57
Ishaan Khan,R20240992,Female,23,70.53,67.54,6.23,0,86.0,97,Python,78,Communication,2,5,0,0,2.7,Mobile Development,Android Developer,Yes,7.0
Navya Gupta,R20250993,Male,20,76.23,71.54,8.17,1,89.9,63,Java,77,Problem-Solving,4,2,1,2,0.4,Web Development,Frontend Developer,Yes,4.91
Anika Aggarwal,R20230994,Female,21,62.51,57.95,7.42,1,64.2,56,C,82,Project Management,5,2,1,1,3.2,Data Science,Software Developer,Yes,7.73
